id,name,alias,iata,icao,callsign,country,is_active
418,"Aerosuper","","","SUP","AEROSUPER","Mexico",0
419,"Aero Link Air Services S.L.","","","ARK","LINK SERVICE","Spain",0
420,"Airlec - Air Aquitaine Transport","","","ARL","AIRLEC","France",0
421,"Aeromarket Express","","","ARM","AMEX","Spain",0
422,"Arrow Aviation Ltd.","","","ARO","ARROW","Canada",0
423,"RPA-Aviataxi Ltd.","","","ARP","","Russia",0
424,"Air Klaipeda","","","KLD","AIR KLAIPEDA","Lithuania",0
425,"Armstrong Air","","","ARQ"," Inc.","ARMSTRONG",0
426,"Air Armenia","","QN","ARR","AIR ARMENIA","Armenia",0
427,"Aeromet Servicios","","","ARS","METSERVICE","Chile",0
428,"Aerotal Aerolineas Territoriales de Colombia Ltda","","","ART","AEROTAL","Colombia",0
429,"Aravco Ltd.","","","ARV","ARAVCO","United Kingdom",0
430,"Aria","","","ARW","ARIABIRD","France",0
431,"Air Xpress","","","ARX"," Inc.","AIREX",0
432,"Airline Alania","","","OST","ALANIA","Russia",0
433,"Air Tchad","","","HTT","HOTEL TANGO","Chad",0
434,"Aerloineas de Techuacan","","","HUC","LINEAS TEHUACAN","Mexico",0
435,"Aerotransportes Huitzilin","","","HUT","AEROHUITZILIN","Mexico",0
436,"Aero Transportes Del Humaya","","","HUY","AERO HUMAYA","Mexico",0
437,"Argosy Airways","","","ARY","GOSEY","United States",0
438,"Air Resorts","","","ARZ","AIR RESORTS","United States",0
439,"Alaska Airlines","","AS","ASA"," Inc.","ALASKA",1
440,"Air-Spray 1967 Ltd.","","","ASB","AIR SPRAY","Canada",0
441,"Air Star Corporation","","","ASC","AIR STAR","Canada",0
442,"Air Sinai","","4D","ASD","AIR SINAI","Egypt",1
443,"Airstars","","PL","ASE","MOROZOV","Russia",0
444,"Air Schefferville","","","ASF"," Inc.","SCHEFF",0
445,"African Star Airways (PTY) Ltd.","","","ASG","AFRICAN STAR","South Africa",0
446,"Aerosun International","","","ASI"," Inc.","AEROSUN",0
447,"Air Satellite","","","ASJ","SATELLITE","Canada",0
448,"Awesome Flight Services (PTY) Ltd.","","","ASM","AWESOME","South Africa",0
449,"Air and Sea Transport","","","ASN"," ","Russia",0
450,"Aero Slovakia","","","ASO","AERO NITRA","Slovakia",0
451,"Airsprint","","","ASP","AIRSPRINT","Canada",0
452,"Atlantic Southeast Airlines","","EV","ASQ","ACEY","United States",1
453,"All Star Airlines","","","ASR"," Inc.","ALL STAR",0
454,"Air Class","","","ASS"," S.A. de C.V.","AIR CLASS",0
455,"Aerlineas Del Oeste","","","AST","AEROESTE","Mexico",0
456,"Aviones Are","","","NRE","AVIONES ARE","Mexico",0
457,"Air Nepal International","","","NPL","AIR NEPAL","Nepal",0
458,"Air Napier","","","NPR","","New Zealand",0
459,"Air Taxi & Cargo","","","WAM","TAXI CARGO","Sudan",0
460,"Arrow Panama","","","WAP","ARROW PANAMA","Panama",0
461,"Astravia-Bissau Air Transports Ltd.","","","ASV","ASTRAVIA","Guinea-Bissau",0
462,"Astrakhan Airlines","","OB","ASZ","AIR ASTRAKHAN","Russia",1
463,"Air Transport Association","","","ATA","","United States",0
464,"Atlantair Ltd.","","","ATB","STARLITE","Canada",0
465,"Air Tanzania","","TC","ATC","TANZANIA","Tanzania",1
466,"Aerotours Dominicana","","","ATD","AEROTOURS","Dominican Republic",0
467,"Atlantis Transportation Services","","","ATE"," Ltd.","ATLANTIS CANADA",0
468,"Aerotrans Airline","","","ATG","BACHYT","Kazakhstan",0
469,"Air Charter World","","","XAC","","United States",0
470,"Air Burkina","","2J","VBW","BURKINA","Burkina Faso",1
471,"Air Travel Corp.","","","ATH","AIR TRAVEL","United States",0
472,"Aero-Tropics Air Services","","HC","ATI","","Australia",0
473,"Air Traffic GmbH","","","ATJ","SNOOPY","Germany",0
474,"AeroTACA","","","ATK","AEROTACA","Colombia",0
475,"Aerocentral","","","ATL","CENTRALMEX","Mexico",0
476,"Airlines Of Tasmania","","FO","ATM","AIRTAS","Australia",1
477,"Air Saint Pierre","","PJ","SPM","","France",1
478,"Air Transport International","","8C","ATN","AIR TRANSPORT","United States",0
479,"ASTRAL Colombia - Aerotransportes Especiales Ltda.","","","ATP","ASTRAL","Colombia",0
480,"Air Transport Schiphol","","","ATQ","MULTI","Netherlands",0
481,"Aeroferinco","","","FEO","FERINCO","Mexico",0
482,"Aero Taxis Y Servicios Alfe","","","FES","AERO ALFE","Mexico",0
483,"Avialesookhrana","","","FFA","AVIALESOOKHRANA","Russia",0
484,"Africair Service","","","FFB","FOXTROT FOXTROT","Senegal",0
485,"Atlas Airlines","","","ATR","ATLAS-AIR","United States",0
486,"Air Transport Service","","","ATS","","Democratic Republic of the Congo",0
487,"Aer Turas","","","ATT","AERTURAS","Ireland",0
488,"Atlant Aerobatics Ltd.","","","ATU","ATLANT HUNGARY","Hungary",0
489,"Avanti Air","","","ATV","AVANTI AIR","Germany",0
490,"Aero Trades (Western) Ltd.","","","ATW","AERO TRADES","Canada",0
491,"Austrian Airlines","","OS","AUA","AUSTRIAN","Austria",1
492,"Air Southwest","","","WOW","SWALLOW","United Kingdom",1
493,"Augsburg Airways","","IQ","AUB","AUGSBURG-AIR","Germany",1
494,"Air Corporate","","","CPV","AIRCORPORATE","Italy",0
495,"Aviastar-Tu","","","TUP","TUPOLEVAIR","Russia",0
496,"AirBridge Cargo","","RU","ABW","AIRBRIDGE CARGO","Russia",0
497,"ATUR","","","TUR","","Ecuador",1
498,"ATESA Aerotaxis Ecuatorianos","","","TXU","ATESA","Ecuador",0
499,"Austin Express","","","TXX","COWBOY","United States",0
500,"Audi Air","","","AUD"," Inc.","AUDI AIR",0
501,"Augusta Air Luftfahrtunternehmen","","","AUF","AUGUSTA","Germany",0
502,"Abu Dhabi Amiri Flight","","MO","AUH","SULTAN","United Arab Emirates",1
503,"Aeroflot-Nord","","5N","AUL","DVINA","Russia",1
504,"Air Atlantic Uruguay","","","AUM","ATLAMUR","Uruguay",0
505,"Aviones Unidos","","","AUN","AVIONES UNIDOS","Mexico",0
506,"Avia Business Group","","","AUP","","Russia",0
507,"Aero Servicios Expecializados","","","SVE","AEROESPECIAL","Mexico",0
508,"Aurigny Air Services","","GR","AUR","AYLINE","United Kingdom",1
509,"Aus-Air","","NO","AUS","","Australia",0
510,"Austral Lineas Aereas","","AU","AUT","AUSTRAL","Argentina",1
511,"Aurora Aviation","","","AUU"," Inc.","AURORA AIR",0
512,"Air Uganda International Ltd.","","","AUX","","Uganda",0
513,"Aerolineas Uruguayas","","","AUY"," S.A.","AUSA",0
514,"Australian Airlines","","AO","AUZ","AUSTRALIAN","Australia",0
515,"Avianca - Aerovias Nacionales de Colombia","","AV","AVA"," S.A.","AVIANCA",1
516,"Aviation Beaufort","","","AVB","BEAUPAIR","United Kingdom",0
517,"Alamo Aviacion","","","AVD"," S.L.","ALAMO",0
518,"Aviair Aviation Ltd.","","","AVF","CARIBOO","Canada",0
519,"Air Falcon","","","AVG","DJIBOUTI FALCON","Djibouti",0
520,"AV8 Helicopters","","","AVH","KENT HELI","United Kingdom",0
521,"Avia Traffic Company","","","AVJ","ATOMIC","Kyrgyzstan",0
522,"AV8 Helicopters","","","AVK","AVIATE-COPTER","South Africa",0
523,"Aviacion Ejecutiva Mexicana","","","AVM"," S.A.","AVEMEX",0
524,"Air Vanuatu","","NF","AVN","AIR VAN","Vanuatu",1
525,"Aviation at Work","","","AVO","AVIATION WORK","South Africa",0
526,"Avcorp Registrations","","","AVP","AVCORP","United Kingdom",0
527,"Alfa Aerospace","","","LFP","ALFA-SPACE","Australia",0
528,"Atlantic Airfreight Aviation","","","LFR","LANFREIGHT","Sao Tome and Principe",0
529,"Aerolift Company","","","LFT","LIFTCO","Sierra Leone",0
530,"Aviation Services","","","AVQ"," Inc.","AQUILINE",0
531,"Active Aero Charter","","","AVR"," Inc.","ACTIVE AERO",0
532,"Avialsa T-35","","","AVS","AVIALSA","Spain",0
533,"Asia Avia Airlines","","","AVT","ASIAVIA","Indonesia",0
534,"Avia Sud A","","","AVU","AVIASUD","France",0
535,"Airvantage Incorporated","","","AVV","AIRVANTAGE","United States",0
536,"Aviator Airways","","","AVW","AVIATOR","Greece",0
537,"Aviapaslauga","","","AVX","PASLAUGA","Lithuania",0
538,"ASL","","","XXX","","Belgium",0
539,"Air Yugoslavia","","","YRG","YUGAIR","Serbia",0
540,"Airlink Zambia","","K8","ZAK","","Zambia",0
541,"Agence Nationale des Aerodromes et de la Meteorologie","","","ZZM","","Ivory Coast",0
542,"Airbus Transport International","","","BGA","BELOUGA","France",0
543,"Air Bangladesh","","B9","BGD","AIR BANGLA","Bangladesh",1
544,"Aviodetachment-28","","","BGF","BULGARIAN","Bulgaria",0
545,"Aero BG","","","BGG","AERO BG","Mexico",0
546,"Aerotaxis De La Bahia","","","BHC","BAHIA","Mexico",0
547,"Air Mediterranee","","DR","BIE","MEDITERRANEE","France",1
548,"Aviaservice","","","BIV","AVIASERVICE","Georgia",0
549,"Aerolineas De El Salvador","","","SZA","AESA","El Salvador",0
550,"Swaziland Airlink","","","SZL","SWAZILINK","Swaziland",0
551,"Air Moorea","","","TAH","AIR MOOREA","France",1
552,"Aerovaradero","","","AVY"," S.A.","AEROVARADERO",0
553,"Air Valencia","","","AVZ","AIR VALENCIA","Spain",0
554,"Airways International","","","AWB"," Inc.","AIRNAT",0
555,"Airwork","","","AWK","AIRWORK","New Zealand",0
556,"Australian Wetleasing","","","AWL","AUSSIEWORLD","Australia",0
557,"Air Niamey","","","AWN","AIR NIAMEY","Niger",0
558,"Awood Air Ltd.","","","AWO","AWOOD AIR","Canada",0
559,"Arctic Wings And Rotors Ltd.","","","AWR","ARCTIC WINGS","Canada",0
560,"Auo Airclub AIST-M","","","ISM","STORK","Russia",0
561,"Arab Wings","","","AWS","ARAB WINGS","Jordan",0
562,"Air West","","","AWT","AIR WEST","Canada",0
563,"Aeroline GmbH","","7E","AWU","SYLT-AIR","Germany",1
564,"Airwave Transport","","","AWV"," Inc.","AIRWAVE",0
565,"Air Wales","","6G","AWW","RED DRAGON","United Kingdom",1
566,"Aeroway","","","AWY"," S.L.","AEROWEE",0
567,"Air Caraïbes","","TX","FWI","FRENCH WEST","France",1
568,"AirWest","","","AWZ"," ","Sudan",0
569,"Air India Express","","IX","AXB","EXPRESS INDIA","India",1
570,"Air Express","","","AXD","AIR SUDEX","Sudan",0
571,"Asian Express Airlines","","HJ","AXF","FREIGHTEXPRESS","Australia",0
572,"Aeromexhaga","","","AXH","AEROMEXHAGA","Mexico",0
573,"Aeron International Airlines","","","AXI"," Inc.","AIR FREIGHTER",0
574,"African Express Airways","","","AXK","EXPRESS JET","Kenya",0
575,"Air Exel","","XT","AXL","EXEL COMMUTER","Netherlands",1
576,"AirAsia","Air Asia","AK","AXM","ASIAN EXPRESS","Malaysia",1
577,"Alexandair","","","AXN","ALEXANDROS","Greece",0
578,"Aeromax","","","AXP","AEROMAX SPAIN","Spain",0
579,"Action Airlines (Action Air Charter)","","","AXQ","ACTION AIR","United States",0
580,"Alberni Airways","","","BNI","ALBERNI","Canada",0
581,"Aerolineas Bonanza","","","BNZ","AERO BONANZA","Mexico",0
582,"Aerobona","","","BOC","AEROBONA","Mexico",0
583,"Aboitiz Air","","","BOI","ABAIR","Philippines",0
584,"Axel Rent","","","AXR"," S.A.","RENTAXEL",0
585,"Altus Airlines","","","AXS","ALTUS","United States",0
586,"Aviaxess","","","AXV","AXAVIA","France",0
587,"Avioimpex A.D.p.o.","","","AXX","IMPEX","Macedonia",0
588,"Axis Airways","","6V","AXY","AXIS","France",0
589,"Aladia Airlines","","","AYD","AIRLINES ALADIA","Mexico",0
590,"Aykavia Aircompany","","","AYK","","Armenia",0
591,"Airman","","","AYM"," S.L.","AIRMAN",0
592,"Atlantic Airlines","","","AYN"," S.A.","ATLANTIC NICARAGUA",0
593,"Awsaj Aviation Services","","","AYS","","Libya",0
594,"Ayeet Aviation & Tourism","","","AYT","AYEET","Israel",0
595,"Atlant-Soyuz Airlines","","3G","AYZ","ATLANT-SOYUZ","Russia",1
596,"Alitalia","","AZ","AZA","ALITALIA","Italy",1
597,"Azamat","","","AZB","TUMARA","Kazakhstan",0
598,"Arcus-Air Logistic","","ZE","AZE","ARCUS AIR","Germany",0
599,"Air Zermatt AG","","","AZF","AIR ZERMATT","Switzerland",0
600,"Azalhelikopter","","","AZK","AZALHELICOPTER","Azerbaijan",0
601,"Africa One","","","AZL","SKY AFRICA","Zambia",0
602,"Aerocozumel","","","AZM","AEROCOZUMEL","Mexico",0
603,"Amaszonas","","Z8","AZN","","Bolivia",1
604,"Arizona Pacific Airways","","","AZP","ARIZONA PACIFIC","United States",0
605,"Aviacon Zitotrans Air Company","","","AZS","ZITOTRANS","Russia",0
606,"Azimut","","","AZT"," S.A.","AZIMUT",0
607,"Azov Avia Airlines","","","AZV","AZOV AVIA","Ukraine",0
608,"Air Zimbabwe","","UM","AZW","AIR ZIMBABWE","Zimbabwe",1
609,"Aero Jomacha","","","MHC","AERO JOMACHA","Mexico",0
610,"Air Memphis","","","MHS","AIR MEMPHIS","Egypt",0
611,"Air Memphis","","","MHU","MEPHIS UGANDA","Uganda",0
612,"Air Marrakech Service","","","MKH","AIR MARRAKECH","Morocco",0
613,"Air Max Africa","","","AZX","AZIMA","Gabon",0
614,"Arizona Airways","","","AZY"," Inc.","ARIZAIR",0
615,"Azza Transport","","","AZZ","AZZA TRANSPORT","Sudan",0
616,"Air Continental Inc","","","NAR","NIGHT AIR","United States",0
617,"Antanik-Air","","","NAU","ANTANIK","Ukraine",0
618,"Air Newark","","","NER","NEWAIR","United States",0
619,"Aircraft Support and Services","","","NFF","","Lebanon",0
620,"Aerobanana","","","OBA","AEROBANANA","Mexico",0
621,"Amako Airlines","","","OBK","AMAKO AIR","Nigeria",0
622,"Aserca Airlines","","R7","OCA","AROSCA","Venezuela",1
623,"Afrique CArgo Service Senegal","","","NFS","","Senegal",0
624,"Angoservice","","","NGC","ANGOSERVICE","Angola",0
625,"Angel Airlines","","","NGE","ANGEL AIR","Thailand",0
626,"Angel Flight America","","","NGF","ANGEL FLIGHT","United States",0
627,"Air Atonabee","","","OUL","CITY EXPRESS","Canada",0
628,"Aero Nova","","","OVA","AERONOVA","Spain",0
629,"Amira Air","","","XPE","EXPERT","Austria",0
630,"Aero Express Intercontinental","","","XSS","INTER EXPRESS","Mexico",0
631,"Advance Aviation Services","","","XTJ","","United States",0
632,"Air Libya Tibesti","","","TLR","AIR LIBYA","Libya",0
633,"Aerovic","","","OVC","","Ecuador",0
634,"Airventure","","","RVE","AIRVENTURE","Belgium",0
635,"Aero Servicios","","","RVI","AERO SERVICIOS","Mexico",0
636,"Airvallee","","","RVL","AIR VALLEE","Italy",0
637,"Aeromover","","","OVE","AEROMOVER","Mexico",0
638,"Aerovias Ejecutivas","","","OVI","VIAS EJECUTIVAS","Mexico",0
639,"Aero Servicio Pity","","","PTD","PITY","Mexico",0
640,"Aero Copter","","","PTE","","Mexico",0
641,"Rossiya-Russian Airlines","Pulkovo Aviation Enterprise","FV","SDM","PULKOVO","Russia",1
642,"Air Pal","","","PLL","AIRPAL","Spain",0
643,"Air Pullmantur","","","PLM","PULLMANTUR","Spain",0
644,"Aviaexpress","","RX","AEH","Avex","Hungary",0
645,"Aviones Para Servirle","","","PSG","SERVIAVIONES","Mexico",0
646,"Avio Sluzba","","","SLU","AVIO SLUZBA","Serbia",0
647,"Air Scorpio","","","SCU","SCORPIO UNIVERS","Bulgaria",0
648,"Air Spirit","","","SIP","AIR SPIRIT","United States",0
649,"Alatau Airlines","","","BMV","OLIGA","Kazakhstan",0
650,"Aviateca","","","GUG","AVIATECA","Guatemala",0
651,"Aroostook Aviation","","","PXX","PINE STATE","United States",0
652,"Aeropycsa","","","PYC","AEROPYCSA","Mexico",0
653,"Association of Private Pilots of Kazakhstan","","","PVK","BORIS","Kazakhstan",0
654,"The Amiri Flight","","","BAH","BAHRAIN","Bahrain",0
655,"Aero Services","","","BAS","AEROSERV","Barbados",0
656,"Ababeel Aviation","","","BBE","BABEL AIR","Sudan",0
657,"Air Bashkortostan","","","BBT","AGYDAL","Russia",0
658,"Ambulance Air Africa","","","MCY","MERCY","South Africa",0
659,"American Eagle Airlines","","MQ","EGF","EAGLE FLIGHT","United States",1
660,"Aeropuelche","","","PUE","PUELCHE","Chile",0
661,"Aeroput","","","PUT","","Serbia",0
662,"Azzurra Air","","","AZI","AZZURRA","Italy",0
663,"Airshop","","FF","","","Netherlands",0
664,"African Transport Trading and Investment Company","","ML","","","Sudan",0
665,"AD Aviation","","","VUE","FLIGHTVUE","United Kingdom",1
666,"Aero Costa Taxi Aereo","","","XCT","AEROCOSTAXI","Mexico",0
667,"Aerovitro","","","VRO","AEROVITRO","Mexico",0
668,"Aerotaxi Villa Rica","","","VRI","VILLARICA","Mexico",0
669,"Aerovega","","","VEG","AEROVEGA","Mexico",0
670,"Aerovilla","","","VVG","AEROVILLA","Colombia",0
671,"Aerolineas Villaverde","","","VLR","VILLAVERDE","Mexico",0
672,"Aero Air","","","WIL","WILLIAMETTE","United States",0
673,"Aero Ejecutivos","","","VEJ","VENEJECUTIV","Venezuela",0
674,"Aero Industries Inc","","","WAB","WABASH","United States",0
675,"Aero Servicios Vanguardia","","","VNG","VANGUARDIA","Mexico",0
676,"Aero Taxi Los Valles","","","VAD","VALLES","Spain",0
677,"Aero Vilamoura","","","VMR","AERO VILAMOURA","Portugal",0
678,"Aero Virel","","","VLS","VIREL","Mexico",0
679,"Aeronautical Radio Inc","","","XAA","","United States",0
680,"Aerovuelox","","","VUO","AEROVUELOX","Mexico",0
681,"Aeronaves TSM","","","VTM","AERONAVES TSM","Mexico",0
682,"Air Ivoire","","VU","VUN","AIRIVOIRE","Ivory Coast",1
683,"Air Botswana","","BP","BOT","BOTSWANA","Botswana",1
684,"Air-Rep","","","XPR","","United States",0
685,"Air Excel","","","XLL","TINGA-TINGA","Tanzania",0
686,"Air Evans","","","VAE","AIR-EVANS","Spain",0
687,"Air Sorel","","","WHY","AIR SOREL","Canada",0
688,"Air Net Private Charter","","","WDR","WIND RIDER","United States",0
689,"Air Executive Charter","","","XEC","","Germany",0
690,"Air Foyle","","GS","UPA","FOYLE","United Kingdom",1
691,"Air Midwest","","","VTY","VICTORY","Nigeria",0
692,"Air Tahiti","","VT","VTA","AIR TAHITI","French Polynesia",1
693,"Air Urga","","3N","URG","URGA","Ukraine",0
694,"Air Vardar","","","VDR","VARDAR","Macedonia",0
695,"Air VIA","","VL","VIM","","Bulgaria",1
696,"Air Walser","","","WLR","AIRWALSER","Italy",0
697,"Aircompany Rosavia","","","URA","ROSAVIA","Ukraine",0
698,"Aircraft Performance Group","","","XLB","","United States",0
699,"Airwaves Airlink","","","WLA","AIRLIMITED","Zambia",0
700,"Airways Corporation of New Zealand","","","XFX","AIRCORP","New Zealand",0
701,"Airways","","","WAY","GARONNE","France",0
702,"Airwings oy","","","WGS","AIRWINGS","Finland",0
703,"Airkenya","","","XAK","SUNEXPRESS","Kenya",0
704,"Air-Lift Associates","","","WPK","WOLFPACK","United States",0
705,"Airtrans Ltd","","","VAB","","Russia",0
706,"ARP 410 Airlines","","","URP","AIR-ARP","Ukraine",0
707,"Auckland Regional Rescue Helicopter Trust","","","WPR","WESTPAC RESCUE","New Zealand",0
708,"Aurora Airlines","","","URR","AIR AURORA","Slovenia",0
709,"Austro Aereo","","","UST","AUSTRO AEREO","Ecuador",0
710,"Aviation Partners","","","WLT","WINGLET","United States",0
711,"Avialift Vladivostok","","","VLV","VLADLIFT","Russia",0
712,"Aviacion Comercial de America","","","VME","AVIAMERICA","Mexico",0
713,"Aviast Air","","","VVA","IALSI","Russia",0
714,"Aviation North","","","WLV","WOLVERINE","United States",0
715,"Africa West","","FK","WTA","WEST TOGO","Togo",1
716,"Avient Air Zambia","","","VNT","AVIENT","Zambia",0
717,"Aviazur","","","VZR","IAZUR","France",0
718,"Aviaprad","","","VID","AVIAPRAD","Russia",0
719,"Avirex","","G2","VXG","AVIREX-GABON","Gabon",0
720,"Aviaexpress Aircompany","","","VXX","EXPRESSAVIA","Ukraine",0
721,"AMR Services Corporation","","","XAM","ALLIANCE","United States",0
722,"Airline Operations Services","","","XAO","","United States",0
723,"Airlines 400","","","VAZ","REMONT AIR","Russia",0
724,"ATRAN Cargo Airlines","","V8","VAS","ATRAN","Russian Federation",1
725,"Ameravia","","","VAM","AMERAVIA","Uruguay",0
726,"Angkor Air","","","VAV","AIR ANGKOR","Cambodia",0
727,"AVB-2004 Ltd","","","VBC","AIR VICTOR","Bulgaria",0
728,"ASECNA","","","XKX","","France",0
729,"AT and T Aviation Division","","","XAT","","United States",0
730,"Avalair","","","VAI","AIR AVALAIR","Serbia",0
731,"Averitt Air Charter","","","VRT","AVERITT","United States",0
732,"Avensa","","VE","AVE","Avensa","Venezuela",0
733,"Avolar Aerolineas","","V5","VLI","AEROVOLAR","Mexico",0
734,"Avstar Aviation","","","VSA","STARBIRD","South Africa",0
735,"AVESCA","","","VSC","AVESCA","Colombia",0
736,"Aviaprom Enterprises","","","XAV","AVIAPROM","Russia",0
737,"Avia Trans Air Transport","","","VTT","VIATRANSPORT","Sudan",0
738,"Aviostart AS","","","VSR","AVIOSTART","Bulgaria",0
739,"Aviacao Transportes Aereos e Cargas","","","VTG","ATACARGO","Angola",0
740,"Assistance Aeroportuaire de L'Aeroport de Paris","","","XJA","","France",0
741,"American Flight Service Systems","","","XFS","","United States",0
742,"AASANA","","","XXV","","Bolivia",0
743,"Australian air Express","","","XME","AUS-CARGO","Australia",0
744,"AMS Group","","","XMG","","Russia",0
745,"Air Caraibes Atlantique","","","CAJ","CAR LINE","France",0
746,"Air China Cargo","","","CAO","AIRCHINA FREIGHT","China",0
747,"Aerovias Caribe","","","CBE","AEROCARIBE","Mexico",0
748,"Aerotaxi del Cabo","","","CBO","TAXI CABO","Mexico",0
749,"Air Columbus","","","CBS","AIR COLUMBUS","Ukraine",0
750,"Aero Cabo","","","CBV","CABOAEREO","Mexico",0
